kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
matrix_mul.1.sm_52.ptx 270 : 65536 440864 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 267 : 65536 447360 0 0 0 4096 2048 0 0 
matrix_mul.1.sm_52.ptx 266 : 65536 778784 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 265 : 65536 815040 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 264 : 65536 599872 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 263 : 65536 821440 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 261 : 65536 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 260 : 65536 528320 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 259 : 65536 516864 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 258 : 65536 537664 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 255 : 1048576 7244192 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 254 : 1048576 8943776 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 253 : 1048576 11492928 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 252 : 1048576 11250112 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 251 : 1048576 11423008 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 250 : 1048576 6696736 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 191 : 1048576 5003968 0 32768 32768 0 0 0 0 
matrix_mul.1.sm_52.ptx 188 : 1048576 266332160 0 0 0 65536 32768 0 0 
matrix_mul.1.sm_52.ptx 187 : 1048576 11737184 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 186 : 1048576 11752864 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 184 : 1048576 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 183 : 1048576 8769056 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 182 : 1048576 7700768 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 181 : 1048576 8673600 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 178 : 65536 540224 0 0 0 0 0 0 0 
