
---------- Begin Simulation Statistics ----------
simSeconds                                   0.016859                       # Number of seconds simulated (Second)
simTicks                                  16859090500                       # Number of ticks simulated (Tick)
finalTick                                 18198323000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    119.64                       # Real time elapsed on the host (Second)
hostTickRate                                140912235                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     800200                       # Number of bytes of host memory used (Byte)
simInsts                                     27246366                       # Number of instructions simulated (Count)
simOps                                       41958143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   227731                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     350696                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         33718181                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        44350958                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        4                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       43137431                       # Number of instructions issued (Count)
system.cpu.squashedInstsExamined              5155082                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           6793284                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   3                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            33643896                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.282177                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.181956                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  10119475     30.08%     30.08% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  11084413     32.95%     63.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   7395368     21.98%     85.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3516349     10.45%     95.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1000329      2.97%     98.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    456086      1.36%     99.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     71643      0.21%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       233      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 7                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              33643896                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.00% # attempts to use FU when none available (Count)
