kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
matrix_mul.1.sm_52.ptx 270 : 16384 104064 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 267 : 16384 104896 0 0 0 1024 512 0 0 
matrix_mul.1.sm_52.ptx 266 : 16384 184736 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 265 : 16384 197792 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 264 : 16384 143520 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 263 : 16384 201792 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 261 : 16384 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 260 : 16384 129248 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 259 : 16384 127040 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 258 : 16384 129696 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 255 : 131072 839936 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 254 : 131072 1114848 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 253 : 131072 1432800 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 252 : 131072 1410240 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 251 : 131072 1434016 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 250 : 131072 854976 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 191 : 131072 601184 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 188 : 131072 34583904 0 0 0 8192 4096 0 0 
matrix_mul.1.sm_52.ptx 187 : 131072 1484160 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 186 : 131072 1498720 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 184 : 131072 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 183 : 131072 1096672 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 182 : 131072 961088 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 181 : 131072 1080096 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 178 : 16384 142752 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 177 : 16384 158272 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 176 : 16384 155616 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 175 : 16384 219648 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 174 : 16384 153312 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 173 : 16384 200448 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 172 : 16384 215200 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 171 : 16384 201152 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 170 : 16384 199584 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 169 : 16384 202848 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 168 : 16384 143264 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 154 : 16384 148960 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 153 : 16384 130272 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 152 : 16384 196576 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 249 : 131072 1512512 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 151 : 16384 127296 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 248 : 131072 4180192 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 197 : 131072 30601632 0 0 0 8192 4096 0 0 
matrix_mul.1.sm_52.ptx 150 : 16384 145600 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 247 : 131072 4174816 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 196 : 131072 1382080 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 149 : 16384 120736 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 246 : 131072 1509856 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 195 : 131072 1360192 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 148 : 16384 136032 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 245 : 131072 4181312 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 147 : 16384 225280 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 244 : 131072 4178464 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 193 : 131072 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 146 : 16384 2097504 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 243 : 131072 1511104 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 192 : 131072 978816 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 145 : 16384 2120992 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 242 : 131072 4190144 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 155 : 16384 137824 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 156 : 16384 198400 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 157 : 16384 136672 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 158 : 16384 153216 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 159 : 16384 136288 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 160 : 16384 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 162 : 16384 211648 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 163 : 16384 160480 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 164 : 16384 147488 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 165 : 16384 204128 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 166 : 16384 159360 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 167 : 16384 203680 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 200 : 131072 584544 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 201 : 131072 814560 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 202 : 131072 4192320 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 203 : 131072 4214944 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 204 : 131072 1495360 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 205 : 131072 4218624 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 206 : 131072 4219808 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 207 : 131072 1505760 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 208 : 131072 4207840 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 209 : 131072 4205728 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 210 : 131072 1510112 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 211 : 131072 4202816 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 212 : 131072 4208864 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 213 : 131072 1508992 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 214 : 131072 4209152 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 215 : 131072 4216000 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 216 : 131072 1514176 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 217 : 131072 4211648 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 218 : 131072 4216736 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 219 : 131072 1506720 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 220 : 131072 4227872 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 221 : 131072 4223456 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 222 : 131072 1508448 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 223 : 131072 4208512 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 224 : 131072 4209440 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 225 : 131072 1508608 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 226 : 131072 4192288 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 227 : 131072 4195712 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 228 : 131072 1510240 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 229 : 131072 4190016 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 230 : 131072 4196608 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 231 : 131072 1510816 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 232 : 131072 4188704 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 233 : 131072 4193440 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 234 : 131072 1514432 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 235 : 131072 4209760 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 236 : 131072 4210304 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 237 : 131072 1503072 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 238 : 131072 4205088 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 239 : 131072 4199488 0 4096 4096 0 0 0 0 
matrix_mul.1.sm_52.ptx 240 : 131072 1508768 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 241 : 131072 4187584 0 4096 4096 0 0 0 0 
