kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
matrix_mul.1.sm_52.ptx 270 : 256 1536 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 267 : 64 256 0 0 0 4 4 0 0 
matrix_mul.1.sm_52.ptx 266 : 64 640 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 265 : 64 640 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 264 : 64 448 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 263 : 64 736 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 261 : 256 1264 0 0 0 0 0 0 4 
matrix_mul.1.sm_52.ptx 260 : 256 2048 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 259 : 256 1888 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 258 : 256 1824 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 255 : 256 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 254 : 256 1856 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 253 : 256 2624 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 252 : 256 2688 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 251 : 256 2688 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 250 : 256 1536 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 188 : 120 21664 0 0 0 5 4 0 0 
matrix_mul.1.sm_52.ptx 191 : 256 1056 0 8 8 0 0 0 0 
matrix_mul.1.sm_52.ptx 187 : 120 1232 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 186 : 120 1376 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 184 : 256 1040 0 0 0 0 0 0 1 
matrix_mul.1.sm_52.ptx 183 : 256 1984 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 182 : 256 1664 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 181 : 256 1888 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 178 : 256 1824 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 177 : 256 2368 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 176 : 256 2464 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 175 : 256 3488 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 174 : 256 2496 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 173 : 256 3136 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 172 : 256 2976 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 171 : 256 2784 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 170 : 256 2912 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 169 : 256 2592 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 168 : 256 1920 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 201 : 256 1536 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 154 : 256 1984 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 200 : 256 1088 0 8 8 0 0 0 0 
matrix_mul.1.sm_52.ptx 153 : 256 1696 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 152 : 256 2656 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 249 : 256 2880 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 151 : 256 1568 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 248 : 256 7936 0 8 8 0 0 0 0 
matrix_mul.1.sm_52.ptx 150 : 256 1920 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 247 : 256 7968 0 8 8 0 0 0 0 
matrix_mul.1.sm_52.ptx 149 : 256 1600 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 246 : 256 2944 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 195 : 120 1200 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 148 : 256 68064 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 245 : 256 7936 0 8 8 0 0 0 0 
matrix_mul.1.sm_52.ptx 147 : 256 68096 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 244 : 256 7936 0 8 8 0 0 0 0 
matrix_mul.1.sm_52.ptx 193 : 256 816 0 0 0 0 0 0 1 
matrix_mul.1.sm_52.ptx 146 : 256 68256 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 243 : 256 2944 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 192 : 256 1792 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 145 : 256 68256 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 242 : 256 8032 0 8 8 0 0 0 0 
matrix_mul.1.sm_52.ptx 155 : 256 1856 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 156 : 256 2880 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 157 : 256 1824 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 158 : 256 2112 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 159 : 256 1696 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 160 : 256 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 162 : 256 3136 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 163 : 256 2400 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 164 : 256 2656 0 0 0 0 0 0 0 
