kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
convolution.1.sm_52.ptx 156 : 254016 13023948 0 0 0 254016 9072 0 0 
convolution.1.sm_52.ptx 155 : 254016 2592856 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 154 : 254016 2588908 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 153 : 254016 1833636 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 152 : 254016 2846172 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 151 : 254016 1862084 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 150 : 254016 9571240 0 9072 9072 0 0 0 0 
convolution.1.sm_52.ptx 149 : 254016 11694144 0 0 0 9072 9072 0 0 
convolution.1.sm_52.ptx 148 : 254016 1850856 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 147 : 254016 9010708 0 9072 9072 0 0 0 0 
convolution.1.sm_52.ptx 146 : 254016 11078900 0 0 0 9072 9072 0 0 
convolution.1.sm_52.ptx 145 : 254016 1847720 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 144 : 254016 8581524 0 9072 9072 0 0 0 0 
convolution.1.sm_52.ptx 143 : 254016 10969000 0 0 0 9072 9072 0 0 
convolution.1.sm_52.ptx 142 : 254016 1856400 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 141 : 254016 8550248 0 9072 9072 0 0 0 0 
convolution.1.sm_52.ptx 140 : 254016 10885364 0 0 0 9072 9072 0 0 
convolution.1.sm_52.ptx 139 : 254016 1848728 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 138 : 254016 8378216 0 9072 9072 0 0 0 0 
convolution.1.sm_52.ptx 137 : 254016 10398052 0 0 0 9072 9072 0 0 
convolution.1.sm_52.ptx 136 : 254016 1839208 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 135 : 254016 8297576 0 9072 9072 0 0 0 0 
convolution.1.sm_52.ptx 134 : 254016 10580108 0 0 0 9072 9072 0 0 
convolution.1.sm_52.ptx 81 : 254016 8073492 0 9072 9072 0 0 0 0 
convolution.1.sm_52.ptx 80 : 254016 10099040 0 0 0 9072 9072 0 0 
convolution.1.sm_52.ptx 79 : 254016 1854188 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 78 : 254016 20465256 0 0 0 9072 9072 0 0 
convolution.1.sm_52.ptx 77 : 254016 7994868 0 9072 9072 0 0 0 0 
convolution.1.sm_52.ptx 76 : 254016 1904448 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 74 : 331776 482180 0 0 0 0 0 0 9072 
convolution.1.sm_52.ptx 73 : 331776 2529792 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 72 : 331776 2477504 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 71 : 331776 2515104 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 70 : 331776 2478080 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 69 : 331776 2503712 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 68 : 331776 2450080 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 67 : 331776 2423264 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 57 : 327184 121573164 0 0 0 327184 10296 0 0 
convolution.1.sm_52.ptx 56 : 327184 3980708 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 66 : 331776 2000160 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 65 : 331776 14422592 0 10368 10368 0 0 0 0 
convolution.1.sm_52.ptx 55 : 327184 3961420 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 64 : 331776 3637216 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 54 : 327184 4017556 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 44 : 331776 4121184 0 0 0 0 0 0 0 
