kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
convolution.1.sm_52.ptx 156 : 50176 2769592 0 0 0 50176 1792 0 0 
convolution.1.sm_52.ptx 155 : 50176 518980 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 154 : 50176 519764 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 153 : 50176 370636 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 152 : 50176 569352 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 151 : 50176 375312 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 150 : 50176 1920240 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 149 : 50176 2346932 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 148 : 50176 368452 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 147 : 50176 1798692 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 146 : 50176 2249184 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 145 : 50176 365848 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 144 : 50176 1715504 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 143 : 50176 2186548 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 142 : 50176 368088 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 141 : 50176 1694840 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 140 : 50176 2173668 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 139 : 50176 366156 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 138 : 50176 1656760 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 137 : 50176 2075192 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 136 : 50176 364868 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 135 : 50176 1644580 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 134 : 50176 2085636 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 81 : 50176 1595104 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 80 : 50176 1997912 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 79 : 50176 369096 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 78 : 50176 3948868 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 77 : 50176 1575504 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 76 : 50176 381248 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 74 : 65536 95924 0 0 0 0 0 0 1792 
convolution.1.sm_52.ptx 73 : 65536 498400 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 72 : 65536 488320 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 71 : 65536 491936 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 70 : 65536 485024 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 69 : 65536 494144 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 68 : 65536 481536 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 67 : 65536 475456 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 57 : 63504 25858820 0 0 0 63504 2016 0 0 
convolution.1.sm_52.ptx 56 : 63504 771128 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 66 : 65536 397024 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 65 : 65536 2866112 0 2048 2048 0 0 0 0 
convolution.1.sm_52.ptx 55 : 63504 773840 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 64 : 65536 716608 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 54 : 63504 776168 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 44 : 65536 812096 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 43 : 65536 884896 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 42 : 65536 582560 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 41 : 65536 594208 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 40 : 65536 851552 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 63 : 65536 531648 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 39 : 65536 515712 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 62 : 65536 718144 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 159 : 65536 399968 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 38 : 65536 512160 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 61 : 65536 464576 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 84 : 50176 1582700 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 37 : 65536 480000 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 60 : 65536 533216 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 83 : 50176 1999396 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 36 : 65536 2332800 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 133 : 50176 364616 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 82 : 50176 380492 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 35 : 65536 2341792 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 132 : 50176 1615572 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 45 : 65536 812928 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 46 : 65536 623808 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 47 : 65536 640000 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 48 : 65536 563840 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 49 : 65536 15348 0 0 0 0 0 0 252 
convolution.1.sm_52.ptx 51 : 63504 603572 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 52 : 63504 591256 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 53 : 63504 781316 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 85 : 50176 369768 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 86 : 50176 1978312 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 87 : 50176 1579872 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 88 : 50176 368172 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 89 : 50176 1991052 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 90 : 50176 1585080 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 91 : 50176 364476 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 92 : 50176 1981588 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 93 : 50176 1583904 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 94 : 50176 367500 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 95 : 50176 2023028 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 96 : 50176 1603868 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 97 : 50176 363888 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 98 : 50176 2005332 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 99 : 50176 1587992 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 100 : 50176 364308 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 101 : 50176 2006704 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 102 : 50176 1594796 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 103 : 50176 367584 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 104 : 50176 2002532 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 105 : 50176 1586480 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 106 : 50176 366800 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 107 : 50176 2008132 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 108 : 50176 1599612 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 109 : 50176 365932 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 110 : 50176 2032716 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 111 : 50176 1620976 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 112 : 50176 365148 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 113 : 50176 2026892 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 114 : 50176 1606584 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 115 : 50176 364980 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 116 : 50176 2021768 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 117 : 50176 1590288 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 118 : 50176 365148 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 119 : 50176 2002812 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 120 : 50176 1586452 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 121 : 50176 363720 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 122 : 50176 2002896 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 123 : 50176 1612884 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 124 : 50176 364392 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 125 : 50176 2050972 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 126 : 50176 1617392 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 127 : 50176 366576 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 128 : 50176 2032016 0 0 0 1792 1792 0 0 
convolution.1.sm_52.ptx 129 : 50176 1613276 0 1792 1792 0 0 0 0 
convolution.1.sm_52.ptx 130 : 50176 363916 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 131 : 50176 2038176 0 0 0 1792 1792 0 0 
