
---------- Begin Simulation Statistics ----------
simSeconds                                   0.013389                       # Number of seconds simulated (Second)
simTicks                                  13388608500                       # Number of ticks simulated (Tick)
finalTick                                 14490706500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    160.54                       # Real time elapsed on the host (Second)
hostTickRate                                 83396804                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     800896                       # Number of bytes of host memory used (Byte)
simInsts                                     27246366                       # Number of instructions simulated (Count)
simOps                                       41958143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   169716                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     261354                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         26777217                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        83485031                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       10                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       67592481                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  21619                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             44289161                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          79742488                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   9                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            26706780                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.530911                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.256925                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   8883048     33.26%     33.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1482695      5.55%     38.81% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   2859966     10.71%     49.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3871113     14.49%     64.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   3732937     13.98%     77.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2869339     10.74%     88.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1921609      7.20%     95.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    720166      2.70%     98.63% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    365907      1.37%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              26706780                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.00% # attempts to use FU when none available (Count)
