
---------- Begin Simulation Statistics ----------
simSeconds                                   0.010841                       # Number of seconds simulated (Second)
simTicks                                  10840831500                       # Number of ticks simulated (Tick)
finalTick                                 11779580500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    125.57                       # Real time elapsed on the host (Second)
hostTickRate                                 86335081                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     802536                       # Number of bytes of host memory used (Byte)
simInsts                                     27246366                       # Number of instructions simulated (Count)
simOps                                       41958143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   216986                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     334149                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         21681663                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        56000725                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        1                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       51740414                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1831                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             16804846                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          24947309                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.numIssuedDist::samples            21608466                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.394451                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.772564                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   5060815     23.42%     23.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1876644      8.68%     32.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   4228267     19.57%     51.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3819575     17.68%     69.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   3939395     18.23%     87.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1911689      8.85%     96.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    772081      3.57%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 6                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              21608466                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.00% # attempts to use FU when none available (Count)
